Ecosystem,Survey Type,Survey Name,Entity Name,Stock,Stock Region,Assessment Year,Assessment Month,Degree of Influence
Alaska Ecosystem Complex,FINSS Survey,Eastern Bering Sea Groundfish Bottom Trawl,Northern rock sole - Bering Sea / Aleutian Islands,Northern rock sole , Bering Sea / Aleutian Islands,2022,12,Primary
Alaska Ecosystem Complex,FINSS Survey,Gulf of Alaska Shelf and Slope Groundfish Bottom Trawl,Northern rock sole - Central Gulf of Alaska | Asmt,Northern rock sole , Central Gulf of Alaska | Asmt,2022,12,Primary
Alaska Ecosystem Complex,FINSS Survey,Gulf of Alaska Shelf and Slope Groundfish Bottom Trawl,Northern rock sole - Gulf of Alaska,Northern rock sole , Gulf of Alaska,2020,12,Primary
Alaska Ecosystem Complex,FINSS Survey,Gulf of Alaska Shelf and Slope Groundfish Bottom Trawl,Northern rock sole - Western Gulf of Alaska | Asmt,Northern rock sole , Western Gulf of Alaska | Asmt,2022,12,Primary
Alaska Ecosystem Complex,FINSS Survey,Aleutian Island Groundfish Bottom Trawl,Northern rockfish - Bering Sea / Aleutian Islands,Northern rockfish , Bering Sea / Aleutian Islands,2022,12,Primary
Alaska Ecosystem Complex,FINSS Survey,Eastern Bering Sea Upper Continenal Slope Groundfish Bottom Trawl,Northern rockfish - Bering Sea / Aleutian Islands,Northern rockfish , Bering Sea / Aleutian Islands,2022,12,Primary
Alaska Ecosystem Complex,FINSS Survey,Gulf of Alaska Shelf and Slope Groundfish Bottom Trawl,Northern rockfish - Western / Central Gulf of Alaska,Northern rockfish , Western / Central Gulf of Alaska,2022,12,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Ocean pout - Northwestern Atlantic Coast,Ocean pout , Northwestern Atlantic Coast,2022,9,Primary
Northeast Shelf,FINSS Survey,Atlantic Surf Clam & Ocean Quahog Dredge,Ocean quahog - Atlantic Coast,Ocean quahog , Atlantic Coast,2020,6,Primary
Pacific Highly Migratory,Commercial CPUE,Commercial CPUE,Oceanic whitetip shark - Western and Central Pacific,Oceanic whitetip shark , Western and Central Pacific,2019,8,Primary
California Current,Commercial CPUE,Commercial CPUE,Olive rockfish - Pacific Coast,Olive rockfish , Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Olive rockfish - Pacific Coast,Olive rockfish , Pacific Coast,2010,9,Primary
California Current,Commercial CPUE,Commercial CPUE,Olive rockfish - Pacific Coast,Olive rockfish , Pacific Coast,2010,9,Secondary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Orange goatfish - Main Hawaiian Islands,Orange goatfish , Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Orange goatfish - Main Hawaiian Islands,Orange goatfish , Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Orange goatfish - Main Hawaiian Islands,Orange goatfish , Main Hawaiian Islands,2017,2,Primary
California Current,Commercial CPUE,Commercial CPUE,Oregon Blue and Deacon Rockfish Complex,Oregon Blue and Deacon Rockfish Complex, Oregon,2017,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Oregon Blue and Deacon Rockfish Complex,Oregon Blue and Deacon Rockfish Complex,Oregon,2017,9,Primary
Pacific Highly Migratory,Commercial CPUE,Commercial CPUE,Pacific bluefin tuna - Pacific,Pacific bluefin tuna , Pacific,2022,7,Primary
California Current,FINSS Survey,Coastal Pelagic Species (CPS) Survey (aka Sardine Survey),Pacific chub mackerel - Pacific Coast,Pacific chub mackerel , Pacific Coast,2021,6,Primary
California Current,FINSS Survey,West Coast Groundfish Bottom Trawl,Pacific Coast Blackspotted and Rougheye Rockfish Complex | Asmt & Status,Pacific Coast Blackspotted and Rougheye Rockfish Complex | Asmt & Status, Pacific Coast,2019,9,Primary
California Current,Other Survey,AFSC - Slope Bottom Trawl Survey for Pacific coast groundfish (1996-2001). This survey has been discontinued.,Pacific Coast Blackspotted and Rougheye Rockfish Complex | Asmt & Status,Pacific Coast Blackspotted and Rougheye Rockfish Complex | Asmt & Status,,2019,9,Primary
California Current,Other Survey,NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued,Pacific Coast Blackspotted and Rougheye Rockfish Complex | Asmt & Status,Pacific Coast Blackspotted and Rougheye Rockfish Complex | Asmt & Status, Pacific Coast,2019,9,Primary
Alaska Ecosystem Complex,FINSS Survey,Aleutian Island Groundfish Bottom Trawl,Pacific cod - Aleutian Islands,Pacific cod , Aleutian Islands,2022,12,Primary
Alaska Ecosystem Complex,FINSS Survey,Eastern Bering Sea Groundfish Bottom Trawl,Pacific cod - Bering Sea,Pacific cod , Bering Sea,2022,12,Primary
Alaska Ecosystem Complex,FINSS Survey,GOA/EBS/AI Longline Survey,Pacific cod - Gulf of Alaska,Pacific cod , Gulf of Alaska,2022,12,Primary
Alaska Ecosystem Complex,FINSS Survey,Gulf of Alaska Shelf and Slope Groundfish Bottom Trawl,Pacific cod - Gulf of Alaska,Pacific cod , Gulf of Alaska,2022,12,Primary
California Current,Commercial CPUE,Commercial CPUE,Pacific grenadier - Pacific Coast,Pacific grenadier , Pacific Coast,2010,9,Primary
California Current,Commercial CPUE,Commercial CPUE,Pacific grenadier - Pacific Coast,Pacific grenadier , Pacific Coast,2010,9,Secondary
California Current,FINSS Survey,Hake Acoustic_Summer,Pacific hake - Pacific Coast,Pacific hake , Pacific Coast,2022,2,Primary
California Current,FINSS Survey,Sardine - Hake Acoustic Trawl Survey (SaKe),Pacific hake - Pacific Coast,Pacific hake , Pacific Coast,2022,2,Primary
California Current / Alaska Ecosystem Complex,Other Survey,IPHC Longline Survey,Pacific halibut - Pacific Coast / Alaska | Asmt & Status,Pacific halibut , Pacific Coast / Alaska | Asmt & Status,2020,12,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Pacific longnose parrotfish - Guam | Asmt,Pacific longnose parrotfish , Guam | Asmt,2019,5,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Pacific longnose parrotfish - Guam | Asmt,Pacific longnose parrotfish , Guam | Asmt,2019,5,Secondary
Alaska Ecosystem Complex,FINSS Survey,Aleutian Island Groundfish Bottom Trawl,Pacific ocean perch - Bering Sea / Aleutian Islands,Pacific ocean perch , Bering Sea / Aleutian Islands,2022,12,Primary
Alaska Ecosystem Complex,FINSS Survey,Eastern Bering Sea Groundfish Bottom Trawl,Pacific ocean perch - Bering Sea / Aleutian Islands,Pacific ocean perch , Bering Sea / Aleutian Islands,2022,12,Secondary
Alaska Ecosystem Complex,FINSS Survey,Gulf of Alaska Shelf and Slope Groundfish Bottom Trawl,Pacific ocean perch - Gulf of Alaska,Pacific ocean perch , Gulf of Alaska,2022,12,Primary
California Current,FINSS Survey,West Coast Groundfish Bottom Trawl,Pacific ocean perch - Pacific Coast,Pacific ocean perch , Pacific Coast,2017,11,Primary
California Current,Other Survey,AFSC - Slope Bottom Trawl Survey for Pacific coast groundfish (1996-2001). This survey has been discontinued.,Pacific ocean perch - Pacific Coast,Pacific ocean perch , Pacific Coast,2017,11,Primary
California Current,Other Survey,"NWFSC - Slope Bottom Trawl Survey for Pacific coast groundfish (1999-2002). This survey has been expanded to the ""NWFSC Shelf/Slope Bottom Trawl Survey for Pacific coast groundfish (2003-current) which is assumed to be Groundfish Bottom Trawl Survey in this drop-down list.",Pacific ocean perch - Pacific Coast,Pacific ocean perch , Pacific Coast,2017,11,Primary
California Current,Other Survey,"AFSC Pacific Ocean Perch Survey - West Coast (1979, 1985). This survey has been discontinued.",Pacific ocean perch - Pacific Coast,Pacific ocean perch , Pacific Coast,2017,11,Secondary
California Current,FINSS Survey,West Coast Groundfish Bottom Trawl,Pacific sanddab - Pacific Coast,Pacific sanddab , Pacific Coast,2013,9,Primary
California Current,Other Survey,NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued.,Pacific sanddab - Pacific Coast,Pacific sanddab , Pacific Coast,2013,9,Primary
California Current,FINSS Survey,Coastal Pelagic Species (CPS) Survey (aka Sardine Survey),Pacific sardine - Northern Subpopulation,Pacific sardine , Northern Subpopulation,2022,4,Primary
Alaska Ecosystem Complex,Commercial CPUE,Commercial CPUE,Pacific sleeper shark - Bering Sea / Aleutian Islands,Pacific sleeper shark , Bering Sea / Aleutian Islands,2022,12,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Palenose parrotfish - Main Hawaiian Islands | Asmt,Palenose parrotfish , Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Palenose parrotfish - Main Hawaiian Islands | Asmt,Palenose parrotfish , Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Palenose parrotfish - Main Hawaiian Islands | Asmt,Palenose parrotfish , Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Peacock hind - Main Hawaiian Islands,Peacock hind , Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Peacock hind - Main Hawaiian Islands,Peacock hind , Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Peacock hind - Main Hawaiian Islands,Peacock hind , Main Hawaiian Islands,2017,2,Secondary
California Current,FINSS Survey,West Coast Groundfish Bottom Trawl,Petrale sole - Pacific Coast,Petrale sole , Pacific Coast,2021,9,Primary
California Current,Other Survey,AFSC/NWFSC West Coast Triennial Shelf Survey ended in 2004,Petrale sole - Pacific Coast,Petrale sole , Pacific Coast,2021,9,Primary
California Current,Commercial CPUE,Commercial CPUE,Petrale sole - Pacific Coast,Petrale sole , Pacific Coast,2021,9,Secondary
California Current,Commercial CPUE,Commercial CPUE,Pink rockfish - Pacific Coast,Pink rockfish , Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Pink rockfish - Pacific Coast,Pink rockfish , Pacific Coast,2010,9,Primary
California Current,Commercial CPUE,Commercial CPUE,Pink rockfish - Pacific Coast,Pink rockfish , Pacific Coast,2010,9,Secondary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Pink salmon - Puget Sound,Pink salmon , Puget Sound,2023,3,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Pollock - Gulf of Maine / Georges Bank,Pollock , Gulf of Maine / Georges Bank,2022,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Pollock - Gulf of Maine / Georges Bank,Pollock , Gulf of Maine / Georges Bank,2022,9,Primary
Atlantic Highly Migratory,Commercial CPUE,Commercial CPUE,Porbeagle - Northwestern Atlantic,Porbeagle , Northwestern Atlantic,2021,1,Primary
California Current,Commercial CPUE,Commercial CPUE,Quillback rockfish - California,Quillback rockfish , California,2021,11,Primary
California Current,Recreational CPUE,Recreational CPUE,Quillback rockfish - California,Quillback rockfish , California,2021,11,Primary
California Current,Commercial CPUE,Commercial CPUE,Quillback rockfish - Oregon,Quillback rockfish , Oregon,2021,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Quillback rockfish - Oregon,Quillback rockfish , Oregon,2021,9,Primary
California Current,FINSS Survey,West Coast Groundfish Bottom Trawl,Quillback rockfish - Oregon,Quillback rockfish , Oregon,2021,9,Secondary
California Current,Other Method,Discard information from the West Coast Observer Program,Quillback rockfish - Oregon,Quillback rockfish , Oregon,2021,9,Secondary
California Current,Commercial CPUE,Commercial CPUE,Quillback rockfish - Pacific Coast,Quillback rockfish , Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Quillback rockfish - Pacific Coast,Quillback rockfish , Pacific Coast,2010,9,Primary
California Current,Commercial CPUE,Commercial CPUE,Quillback rockfish - Pacific Coast,Quillback rockfish , Pacific Coast,2010,9,Secondary
California Current,Commercial CPUE,Commercial CPUE,Quillback rockfish - Washington,Quillback rockfish , Washington,2021,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Quillback rockfish - Washington,Quillback rockfish , Washington,2021,9,Primary
California Current,Commercial CPUE,Commercial CPUE,Quillback rockfish - Washington,Quillback rockfish , Washington,2021,9,Secondary
California Current,FINSS Survey,West Coast Groundfish Bottom Trawl,Quillback rockfish - Washington,Quillback rockfish , Washington,2021,9,Secondary
Northeast Shelf,FINSS Survey,Miscellaneous Bottom Trawl Survey,Red deepsea crab - Northwestern Atlantic,Red deepsea crab , Northwestern Atlantic,2006,7,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Red deepsea crab - Northwestern Atlantic,Red deepsea crab , Northwestern Atlantic,2006,7,Secondary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Red deepsea crab - Northwestern Atlantic,Red deepsea crab , Northwestern Atlantic,2006,7,Secondary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Winter,Red deepsea crab - Northwestern Atlantic,Red deepsea crab , Northwestern Atlantic,2006,7,Secondary
Northeast Shelf,FINSS Survey,COOPERATIVE RESEARCH SURVEY - GOOSEFISH,Red deepsea crab - Northwestern Atlantic,Red deepsea crab , Northwestern Atlantic,2006,7,Secondary
Northeast Shelf,FINSS Survey,Shrimp Survey (ASMFC) Northern Shrimp,Red deepsea crab - Northwestern Atlantic,Red deepsea crab , Northwestern Atlantic,2006,7,Secondary
Southeast Shelf,Commercial CPUE,Commercial CPUE,Red grouper - Southern Atlantic Coast,Red grouper , Southern Atlantic Coast,2017,5,Primary
Southeast Shelf,FINSS Survey,Southeast Fishery-Independent Survey (SEFIS),Red grouper - Southern Atlantic Coast,Red grouper , Southern Atlantic Coast,2017,5,Primary
Southeast Shelf,Recreational CPUE,Recreational CPUE,Red grouper - Southern Atlantic Coast,Red grouper , Southern Atlantic Coast,2017,5,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Red hake - Gulf of Maine / Northern Georges Bank,Red hake , Gulf of Maine / Northern Georges Bank,2020,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Red hake - Gulf of Maine / Northern Georges Bank,Red hake , Gulf of Maine / Northern Georges Bank,2020,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Red hake - Southern Georges Bank / Mid-Atlantic,Red hake , Southern Georges Bank / Mid-Atlantic,2020,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Red hake - Southern Georges Bank / Mid-Atlantic,Red hake , Southern Georges Bank / Mid-Atlantic,2020,9,Primary
Alaska Ecosystem Complex,FINSS Survey,Eastern Bering Sea Groundfish Bottom Trawl,Red king crab - Bristol Bay,Red king crab , Bristol Bay,2022,10,Primary
Alaska Ecosystem Complex,FINSS Survey,Eastern Bering Sea Groundfish Bottom Trawl,Red king crab - Norton Sound,Red king crab , Norton Sound,2022,2,Primary
Alaska Ecosystem Complex,Other Survey,ADFG Summer Trawl Survey for NSRKC,Red king crab - Norton Sound,Red king crab , Norton Sound,2022,2,Primary
Alaska Ecosystem Complex,Other Survey,Winter pot survey - ADFG,Red king crab - Norton Sound,Red king crab , Norton Sound,2022,2,Primary
Alaska Ecosystem Complex,Commercial CPUE,Commercial CPUE,Red king crab - Norton Sound,Red king crab , Norton Sound,2022,2,Secondary
Alaska Ecosystem Complex,FINSS Survey,Eastern Bering Sea Groundfish Bottom Trawl,Red king crab - Pribilof Islands,Red king crab , Pribilof Islands,2022,10,Primary
Alaska Ecosystem Complex,Commercial CPUE,Commercial CPUE,Red king crab - Pribilof Islands,Red king crab , Pribilof Islands,2022,10,Secondary
Alaska Ecosystem Complex,Commercial CPUE,Commercial CPUE,Red king crab - Western Aleutian Islands,Red king crab , Western Aleutian Islands,2017,10,Primary
Southeast Shelf,FINSS Survey,MARMAP/SEAMAP South Atlantic Reef Fish (SCDNR),Red porgy - Southern Atlantic Coast,Red porgy , Southern Atlantic Coast,2020,6,Primary
Southeast Shelf,FINSS Survey,Southeast Fishery-Independent Survey (SEFIS),Red porgy - Southern Atlantic Coast,Red porgy , Southern Atlantic Coast,2020,6,Primary
Southeast Shelf,Recreational CPUE,Recreational CPUE,Red porgy - Southern Atlantic Coast,Red porgy , Southern Atlantic Coast,2020,6,Primary
Gulf of Mexico,Commercial CPUE,Commercial CPUE,Red snapper - Gulf of Mexico,Red snapper , Gulf of Mexico,2021,3,Primary
Gulf of Mexico,FINSS Survey,SEAMAP Gulf of Mexico Reef Fish,Red snapper - Gulf of Mexico,Red snapper , Gulf of Mexico,2021,3,Primary
Gulf of Mexico,FINSS Survey,SEAMAP Plankton_Fall,Red snapper - Gulf of Mexico,Red snapper , Gulf of Mexico,2021,3,Primary
Gulf of Mexico,FINSS Survey,SEAMAP-GOM Bottom Longline Survey (ADCNR),Red snapper - Gulf of Mexico,Red snapper , Gulf of Mexico,2021,3,Primary
Gulf of Mexico,FINSS Survey,SEAMAP-GOM Shrimp/Groundfish Trawl_Fall,Red snapper - Gulf of Mexico,Red snapper , Gulf of Mexico,2021,3,Primary
Gulf of Mexico,FINSS Survey,SEAMAP-GOM Shrimp/Groundfish Trawl_Summer,Red snapper - Gulf of Mexico,Red snapper , Gulf of Mexico,2021,3,Primary
Gulf of Mexico,Recreational CPUE,Recreational CPUE,Red snapper - Gulf of Mexico,Red snapper , Gulf of Mexico,2021,3,Primary
Southeast Shelf,Commercial CPUE,Commercial CPUE,Red snapper - Southern Atlantic Coast,Red snapper , Southern Atlantic Coast,2021,5,Primary
